Hours_Studied,Attendance,Parental_Involvement,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Gender,Exam_Score
12,75,Medium,Yes,8,75,High,Yes,1,Low,Medium,Private,2,Female,63
24,70,Medium,Yes,8,74,Low,Yes,2,Medium,High,Public,3,Male,67
17,80,Medium,Yes,5,92,Medium,Yes,0,Low,Medium,Private,4,Female,67
22,99,Medium,Yes,4,57,High,Yes,2,Medium,High,Public,3,Female,73
22,83,Medium,Yes,5,73,High,No,0,Low,Medium,Public,3,Male,67
19,96,Medium,No,7,82,Medium,Yes,1,High,Medium,Public,4,Male,71
15,86,Low,No,9,97,Medium,Yes,2,Medium,Medium,Public,4,Male,67
16,79,High,Yes,6,95,Medium,Yes,0,High,Medium,Public,5,Male,68
15,94,Low,Yes,8,77,Medium,Yes,1,High,High,Private,1,Male,68
15,79,High,Yes,4,80,Medium,Yes,1,High,Medium,Private,4,Male,66
20,95,High,Yes,7,93,Low,No,0,Low,High,Public,2,Male,68
16,72,Medium,No,6,87,Medium,No,2,Medium,Low,Private,4,Female,63
24,65,High,No,10,94,Medium,Yes,2,Medium,Medium,Public,2,Male,68
29,94,Low,Yes,4,95,Medium,Yes,1,Medium,Medium,Public,5,Male,74
17,83,Low,Yes,7,92,Low,Yes,3,Low,Medium,Public,2,Male,65
21,96,Medium,Yes,4,50,Medium,Yes,1,Low,Low,Private,2,Male,69
23,98,Medium,No,6,66,Medium,Yes,1,Low,Medium,Public,1,Male,70
23,62,Medium,Yes,4,70,High,Yes,3,Medium,High,Public,2,Female,65
20,80,Medium,No,10,84,Medium,Yes,1,Medium,Medium,Public,4,Male,68
24,75,Low,No,6,65,Medium,No,0,Medium,Medium,Public,5,Male,65
23,85,Medium,No,7,66,Low,No,0,High,High,Public,2,Male,68
13,92,Medium,Yes,7,70,Low,Yes,4,Low,Medium,Public,3,Male,68
25,71,Medium,Yes,5,98,Low,Yes,0,Low,Medium,Public,1,Male,66
25,82,High,No,9,72,High,Yes,0,High,Medium,Public,0,Female,70
15,88,Medium,No,8,57,Medium,Yes,1,High,Medium,Private,2,Male,66
20,65,Medium,Yes,8,50,Medium,Yes,0,Low,Medium,Public,5,Male,64
24,93,Medium,No,5,62,Medium,Yes,1,Low,Medium,Public,1,Female,70
19,84,High,No,9,97,Low,Yes,1,High,Medium,Public,3,Male,68
26,98,Low,Yes,9,98,Low,Yes,4,Low,Low,Public,2,Male,74
34,74,High,Yes,7,76,Medium,Yes,2,Low,High,Public,2,Female,71
15,64,Medium,Yes,8,82,Low,Yes,0,Low,Medium,Public,3,Male,61
12,80,Medium,No,7,90,Medium,Yes,3,Low,Medium,Public,3,Female,64
22,63,High,No,5,53,High,Yes,2,High,Medium,Public,1,Male,64
24,99,High,Yes,7,69,Medium,Yes,0,Medium,Medium,Private,3,Male,73
19,62,Medium,Yes,6,82,Medium,Yes,0,Low,High,Public,3,Male,62
29,90,Low,Yes,7,95,Medium,Yes,0,High,High,Public,2,Male,71
12,81,High,Yes,9,86,Medium,Yes,2,Medium,High,Public,2,Male,68
24,75,Medium,Yes,5,68,High,Yes,2,Medium,Medium,Public,2,Male,67
16,63,Medium,No,6,95,High,Yes,1,Medium,,Public,4,Female,63
30,85,Low,No,6,83,Medium,Yes,2,Medium,Medium,Public,3,Female,71
32,83,Medium,Yes,6,92,Low,Yes,1,High,Medium,Public,3,Male,72
15,71,High,No,6,69,High,No,3,Medium,High,Public,3,Female,66
17,96,Medium,Yes,7,50,Low,Yes,1,Medium,Medium,Private,4,Female,67
25,72,High,Yes,8,58,Medium,Yes,0,Low,Medium,Public,4,Female,66
18,78,Low,No,8,96,Medium,Yes,4,High,Medium,Public,4,Male,68
20,82,Low,Yes,7,52,Low,Yes,0,Medium,Medium,Private,3,Female,64
20,64,Medium,Yes,8,80,High,Yes,1,Medium,Medium,Private,3,Male,65
8,97,High,Yes,10,70,High,Yes,0,Low,Low,Public,1,Male,66
20,75,High,Yes,7,71,High,Yes,1,Medium,High,Public,4,Male,69
16,63,High,No,9,70,Low,Yes,2,Medium,High,Private,5,Female,64
17,75,Low,Yes,8,53,Medium,Yes,1,Low,High,Public,3,Female,65
29,84,High,Yes,10,56,High,Yes,3,Low,High,Public,4,Female,72
12,81,High,No,8,53,Low,Yes,1,Medium,High,Private,3,Male,65
25,88,Low,Yes,6,53,Medium,Yes,2,Medium,High,Public,4,Female,70
18,62,Medium,Yes,7,54,Medium,Yes,2,Medium,High,Private,3,Male,64
18,71,Medium,Yes,7,85,Low,Yes,1,Low,Low,Public,2,Male,62
25,93,Medium,No,8,56,High,Yes,0,Low,Low,Private,3,Male,69
22,63,High,No,6,63,Low,Yes,1,Medium,Low,Public,2,Male,62
23,94,Low,Yes,9,83,Medium,Yes,2,Low,Medium,Private,2,Female,69
26,64,Medium,No,7,56,Medium,Yes,3,Medium,Medium,Public,3,Male,66
18,93,Medium,Yes,8,96,Medium,Yes,2,Medium,Low,Public,2,Female,71
16,74,Medium,Yes,7,74,Low,Yes,4,Low,Low,Private,3,Male,66
13,84,High,No,7,98,Medium,No,0,Low,Low,Public,4,Male,64
15,66,Medium,Yes,7,60,High,Yes,2,High,Medium,Private,3,Female,63
38,63,Medium,No,8,52,High,Yes,1,Medium,Medium,Private,3,Male,69
27,69,High,Yes,10,80,Medium,No,1,Medium,High,Public,4,Female,68
12,65,High,Yes,4,66,Medium,Yes,0,Medium,High,Public,2,Female,63
12,72,Medium,Yes,8,79,High,Yes,1,High,Medium,Public,3,Male,64
23,81,Medium,Yes,7,74,Medium,Yes,0,Low,Medium,Public,0,Female,66
23,84,Medium,Yes,7,73,Medium,Yes,1,High,Medium,Public,4,Male,71
23,92,High,Yes,4,93,High,Yes,0,High,Medium,Public,4,Female,72
18,86,High,No,8,60,Medium,Yes,2,Low,High,Private,1,Male,88
19,84,Medium,Yes,7,75,Low,Yes,1,Low,Medium,Public,2,Male,66
22,76,Medium,Yes,6,71,Medium,Yes,0,Low,High,Private,2,Male,65
21,79,Low,Yes,7,84,Low,Yes,2,Medium,Medium,Private,3,Male,66
7,77,Low,Yes,7,53,High,Yes,4,Low,Medium,Private,2,Female,62
19,94,Medium,No,4,76,Medium,Yes,4,Low,High,Private,3,Female,68
15,69,Medium,Yes,7,74,High,Yes,2,Low,Medium,Private,5,Female,65
21,60,Low,No,8,99,Low,Yes,0,Low,Low,Private,3,Male,62
38,86,High,No,6,88,High,Yes,1,Low,High,Public,4,Female,74
22,68,Medium,Yes,7,58,Medium,Yes,0,Medium,Medium,Public,3,Male,64
18,96,High,No,7,75,High,Yes,2,Medium,High,Public,2,Male,72
26,94,Medium,No,9,89,Medium,Yes,0,Low,Medium,Public,3,Female,70
23,63,High,No,7,76,Medium,Yes,2,Medium,High,Public,1,Male,65
23,64,Medium,Yes,8,68,Low,Yes,3,Low,High,Public,3,Female,66
24,80,Medium,Yes,7,69,Low,Yes,0,Medium,High,Private,3,Male,67
32,84,Medium,Yes,10,68,Medium,Yes,1,Low,Medium,Public,5,Male,73
13,71,Medium,Yes,6,51,Low,Yes,4,High,Medium,Public,4,Female,65
23,89,High,No,6,87,Medium,Yes,4,Medium,High,Private,3,Female,74
14,84,Medium,No,7,81,Medium,Yes,0,High,Medium,Public,2,Female,66
23,73,Medium,No,6,63,Medium,Yes,1,High,Medium,Public,3,Male,67
14,61,Medium,No,5,82,Low,No,0,Low,Medium,Public,0,Female,58
17,90,High,No,8,65,Medium,Yes,2,Low,High,Public,3,Male,71
18,69,Low,Yes,4,62,High,Yes,1,Medium,Low,Public,3,Male,63
26,93,Low,No,6,87,Medium,Yes,1,Medium,High,Public,3,Female,73
26,77,High,Yes,5,90,Medium,Yes,1,Medium,Medium,Private,2,Female,68
13,83,Low,Yes,7,81,Medium,Yes,4,Low,Medium,Public,5,Female,66
20,95,Low,No,4,89,Medium,Yes,3,Low,Medium,Public,3,Male,68
16,95,Medium,No,8,68,Low,No,2,Medium,High,Public,4,Female,66
12,75,Medium,No,8,54,Low,Yes,1,Medium,High,Public,3,Female,62
19,68,Medium,Yes,5,80,Medium,Yes,0,Medium,Medium,Public,3,Male,78
18,91,Medium,No,7,63,Medium,Yes,1,Medium,Medium,Public,4,Male,68
35,77,High,Yes,8,89,Medium,Yes,5,High,Medium,Public,4,Female,77
23,68,High,Yes,8,68,Medium,Yes,1,Medium,Medium,Public,2,Male,65
12,96,High,Yes,5,84,Low,Yes,3,High,Medium,Public,4,Female,73
17,68,Medium,Yes,5,78,Medium,Yes,4,Low,Low,Public,2,Male,64
26,61,Low,Yes,9,91,Medium,No,0,High,High,Private,4,Female,67
33,61,High,No,6,92,Medium,Yes,1,Medium,Medium,Public,4,Female,69
10,85,Low,Yes,6,53,High,Yes,1,Low,Medium,Private,3,Male,60
9,86,High,No,8,65,High,Yes,0,Medium,Medium,Public,3,Female,66
31,72,Low,Yes,5,94,High,Yes,2,Low,Low,Public,2,Male,70
22,73,High,Yes,7,70,Low,No,2,Low,Medium,Public,3,Male,66
15,74,High,Yes,8,76,Medium,Yes,1,Medium,Low,Public,4,Male,64
23,87,Medium,No,5,59,Medium,Yes,1,High,Low,Public,4,Male,70
4,62,Medium,No,6,78,High,Yes,3,High,,Public,2,Female,58
20,97,Medium,Yes,5,63,Medium,Yes,0,Low,,Public,3,Female,69
22,69,Medium,Yes,6,91,Low,Yes,0,High,High,Private,1,Male,64
26,100,Low,No,9,60,Medium,Yes,2,Medium,Medium,Public,4,Male,72
14,67,Medium,Yes,9,68,Low,Yes,1,Low,Medium,Public,3,Male,60
21,91,Medium,Yes,7,55,High,Yes,2,High,Medium,Private,3,Female,70
14,69,Medium,Yes,8,79,Medium,Yes,1,High,Medium,Public,1,Female,62
22,63,Medium,Yes,8,97,Medium,Yes,1,High,High,Public,3,Female,66
15,95,Medium,Yes,6,59,Low,Yes,0,Medium,,Private,5,Female,66
18,94,Low,Yes,7,51,Medium,Yes,1,Low,Medium,Public,3,Male,65
14,76,High,Yes,5,71,Medium,Yes,1,Low,Medium,Public,3,Male,64
24,88,High,Yes,6,87,Medium,Yes,1,High,Low,Private,3,Female,72
25,82,Medium,Yes,7,99,High,Yes,3,Low,High,Public,2,Female,71
19,94,Low,No,5,53,Medium,Yes,1,Medium,Medium,Public,3,Female,68
20,73,High,Yes,5,89,Medium,Yes,2,Medium,High,Public,5,Female,68
11,81,Low,Yes,6,68,High,Yes,2,High,Medium,Private,3,Female,64
18,79,Low,Yes,9,58,Medium,Yes,3,Medium,High,Public,3,Female,65
20,74,Medium,Yes,9,60,Medium,No,1,Low,Medium,Public,3,Female,64
36,96,Medium,No,7,96,Medium,Yes,1,Low,High,Public,3,Female,75
13,67,Low,Yes,8,90,Medium,Yes,2,Low,Medium,Private,2,Male,61
29,66,High,No,6,66,Medium,Yes,0,Medium,Medium,Private,3,Male,68
26,83,Medium,No,4,97,Low,Yes,2,Low,High,Public,4,Male,70
22,86,High,No,6,55,Medium,Yes,5,High,Low,Private,3,Female,71
31,68,Low,Yes,7,66,Low,Yes,0,Low,Medium,Public,3,Male,66
22,76,High,Yes,7,83,Low,Yes,0,Low,Medium,Public,1,Male,66
22,98,Medium,Yes,7,100,Low,Yes,0,Low,Medium,Public,3,Male,70
20,70,Low,No,7,73,Medium,Yes,0,Low,Medium,Public,5,Female,62
27,87,High,Yes,6,91,Low,Yes,4,High,Medium,Public,4,Male,72
27,90,High,No,8,96,High,Yes,0,Medium,Medium,Public,4,Male,72
16,78,Low,Yes,5,50,Medium,Yes,2,Low,Medium,Private,2,Male,63
12,98,High,Yes,8,64,Medium,No,5,Low,Medium,Public,5,Female,69
19,89,Medium,Yes,6,55,Medium,Yes,0,Medium,High,Public,2,Male,68
15,78,High,Yes,10,89,Low,Yes,0,Medium,Medium,Public,3,Male,67
20,83,High,Yes,7,78,High,Yes,3,Low,Medium,Private,2,Female,71
27,88,Low,Yes,6,55,Low,No,2,Low,Medium,Public,5,Male,67
17,84,Low,Yes,6,71,Low,Yes,0,Medium,Medium,Private,4,Male,62
20,95,Medium,No,6,76,Medium,Yes,0,Low,High,Private,4,Female,69
20,74,High,Yes,8,85,Medium,Yes,2,Low,Medium,Public,0,Male,67
25,72,Medium,Yes,7,89,Medium,Yes,2,Low,High,Public,3,Female,71
7,69,Medium,Yes,8,54,High,Yes,1,Medium,High,Public,2,Male,87
16,62,Low,No,8,74,Medium,Yes,2,High,High,Private,3,Male,62
21,62,High,Yes,7,58,Medium,Yes,2,Low,High,Public,1,Female,64
27,95,Medium,No,8,88,High,Yes,3,Medium,Medium,Private,2,Female,74
17,87,High,Yes,9,83,Medium,Yes,0,Low,High,Public,2,Male,69
9,86,High,No,8,86,Medium,Yes,1,Low,High,Public,1,Male,65
24,85,Low,Yes,7,54,Medium,No,2,Medium,Low,Public,3,Female,66
16,94,Medium,Yes,8,76,Low,Yes,3,Medium,Medium,Public,4,Female,70
13,79,High,No,5,92,Medium,Yes,3,Medium,Medium,Public,3,Male,68
16,95,Low,No,10,86,Medium,Yes,4,High,Medium,Public,2,Female,70
19,74,High,No,8,93,High,Yes,1,Medium,Medium,Public,3,Male,68
16,97,High,Yes,8,60,Medium,Yes,0,Low,High,Public,3,Male,69
7,88,Medium,Yes,7,64,Low,Yes,2,Medium,High,Public,4,Male,66
25,70,Medium,Yes,4,72,Medium,Yes,0,Low,Low,Public,4,Male,65
28,83,Medium,Yes,7,76,Medium,Yes,1,Medium,Medium,Public,3,Male,71
24,81,Medium,Yes,7,63,Medium,Yes,1,Low,Medium,Public,3,Male,66
13,66,Low,Yes,6,69,Low,Yes,2,Low,Medium,Private,4,Male,61
19,84,Medium,Yes,6,84,Medium,Yes,3,Medium,High,Public,2,Male,69
20,73,Medium,No,6,82,Low,Yes,1,Medium,High,Private,3,Male,65
24,62,Medium,Yes,8,56,Medium,Yes,0,Medium,Medium,Private,2,Male,63
24,98,Medium,Yes,9,99,High,Yes,2,Low,High,Public,2,Female,73
16,86,High,Yes,7,78,Low,Yes,1,Low,Medium,Private,4,Male,68
20,95,Medium,Yes,6,74,Medium,Yes,1,High,Low,Public,4,Female,70
23,87,Medium,Yes,6,98,Medium,Yes,3,Medium,Medium,Public,3,Male,72
29,74,High,Yes,7,57,Medium,No,3,Medium,Medium,Private,2,Male,68
24,81,Medium,No,7,77,Medium,Yes,0,High,Medium,Private,3,Male,68
25,87,High,Yes,8,90,Medium,Yes,1,Low,Medium,Public,4,Female,71
21,98,Low,Yes,6,70,Medium,Yes,1,Medium,Medium,Public,3,Male,68
28,70,High,Yes,8,87,High,Yes,3,Low,Medium,Public,3,Male,70
22,95,Medium,Yes,8,95,Medium,No,2,Low,High,Private,4,Female,70
15,97,High,Yes,6,63,Low,Yes,2,Medium,Medium,Public,3,Female,69
28,87,High,Yes,4,62,High,Yes,2,Low,High,Public,4,Female,73
24,97,Medium,Yes,6,68,Low,Yes,1,Medium,High,Public,4,Male,72
17,76,Medium,No,9,71,Medium,Yes,0,Medium,High,Public,3,Male,67
17,98,High,No,4,56,Medium,Yes,2,Low,Low,Private,3,Female,69
22,88,Low,Yes,9,62,Medium,Yes,1,High,Medium,Private,3,Male,68
23,62,High,No,4,94,Medium,Yes,0,Medium,Low,Private,3,Female,64
21,96,Low,Yes,6,78,Low,Yes,2,Medium,High,Private,3,Female,71
22,79,High,Yes,6,63,Medium,Yes,1,Medium,High,Public,4,Female,68
30,78,Medium,Yes,10,97,Medium,Yes,1,Low,Low,Private,2,Male,70
26,83,Medium,Yes,7,89,Medium,Yes,3,Low,Medium,Private,3,Male,72
21,66,Low,Yes,7,68,High,Yes,2,Low,Medium,Public,1,Female,65
26,79,Medium,No,6,88,Medium,Yes,1,Low,High,Public,3,Male,70
14,93,Medium,No,8,80,Low,Yes,2,Low,Medium,Private,4,Male,69
22,61,Medium,No,6,84,Low,Yes,0,Medium,Medium,Public,2,Male,64
31,71,Low,Yes,7,66,Medium,Yes,3,Low,Medium,Private,1,Male,67
19,60,High,Yes,6,60,High,Yes,1,Low,Medium,Public,2,Male,65
15,77,Low,Yes,8,63,Medium,Yes,0,Medium,Medium,Public,1,Female,62
16,89,High,No,8,54,Medium,Yes,2,Low,High,Private,2,Male,68
13,92,Medium,No,6,74,High,Yes,2,Low,Medium,Private,2,Male,68
15,98,Medium,No,6,70,Low,Yes,1,Medium,High,Private,3,Male,68
18,84,Medium,Yes,6,50,Medium,Yes,4,High,High,Private,3,Male,68
12,70,Medium,Yes,7,93,Medium,Yes,1,Low,High,Public,4,Female,62
20,97,Medium,Yes,8,84,Low,Yes,4,Medium,Medium,Public,5,Female,72
25,91,Low,No,7,72,Medium,Yes,1,Medium,High,Private,3,Male,69
15,83,Medium,No,4,98,Low,Yes,3,Low,High,Public,3,Female,68
29,88,Low,Yes,8,97,Medium,Yes,4,Low,High,Public,3,Male,71
23,97,Low,Yes,5,55,Medium,Yes,0,Medium,Low,Public,3,Female,69
26,88,Low,No,6,81,Medium,Yes,1,High,Medium,Public,2,Male,71
16,75,Medium,Yes,7,91,Low,Yes,2,Low,Low,Public,5,Male,65
25,89,Medium,No,7,59,Medium,Yes,1,Low,Medium,Public,4,Male,68
13,62,Medium,Yes,8,56,Low,Yes,1,Low,High,Public,4,Female,60
25,75,Medium,Yes,6,63,Low,Yes,3,High,Medium,Private,4,Male,68
21,76,Low,No,6,64,Medium,Yes,1,Medium,Medium,Public,4,Female,66
23,67,Medium,No,7,98,Low,Yes,4,Low,Medium,Private,3,Male,66
13,61,Medium,Yes,8,89,Low,Yes,4,Low,Medium,Private,4,Female,62
15,65,Medium,No,8,53,Medium,Yes,2,Low,Medium,Public,3,Male,61
24,86,High,No,7,89,Low,Yes,2,Low,Medium,Public,3,Female,69
14,92,Medium,Yes,9,58,High,Yes,1,High,Low,Public,2,Male,69
23,100,Medium,Yes,9,68,Medium,Yes,4,High,High,Private,3,Male,74
12,74,Medium,Yes,8,66,Low,Yes,1,Low,Medium,Public,4,Female,62
25,84,Medium,Yes,5,64,Medium,Yes,0,Low,Medium,Public,3,Female,67
13,97,High,No,8,65,High,Yes,1,Low,Medium,Private,2,Female,69
23,67,High,Yes,7,88,Medium,Yes,1,Low,Medium,Private,4,Male,66
24,89,Medium,Yes,6,63,Medium,Yes,2,High,Medium,Private,3,Male,72
16,90,High,No,6,90,Medium,Yes,2,High,Medium,Public,3,Male,69
23,64,Medium,Yes,7,55,Medium,Yes,0,Medium,Medium,Public,4,Male,65
22,94,Medium,No,6,80,Low,Yes,0,High,Medium,Private,2,Male,72
17,93,Low,Yes,7,93,Low,Yes,2,Medium,Medium,Private,4,Male,69
14,61,Medium,No,7,54,Medium,Yes,3,Low,Medium,Public,2,Female,60
8,64,High,No,7,82,High,Yes,0,High,Medium,Public,1,Female,61
22,62,High,No,8,76,Medium,Yes,1,Medium,Low,Public,3,Male,63
11,73,Medium,No,7,67,Medium,No,3,Medium,High,Private,5,Male,63
21,80,Medium,Yes,6,55,High,Yes,1,High,High,Public,3,Male,68
18,81,Medium,Yes,4,84,Low,Yes,1,Medium,Medium,Private,4,Female,68
24,71,High,No,8,65,Medium,Yes,1,Low,Medium,Private,2,Male,65
18,96,Medium,No,7,67,Medium,Yes,1,High,Medium,Public,2,Female,71
18,75,Medium,Yes,7,86,Low,Yes,1,Low,Medium,Private,3,Male,64
24,62,Medium,No,9,97,Medium,Yes,1,Medium,Medium,Private,2,Male,65
22,72,High,Yes,5,67,Low,Yes,2,Medium,Medium,Public,4,Female,67
22,81,High,No,7,87,Low,Yes,0,Low,Medium,Public,2,Female,67
23,76,Low,Yes,6,98,Medium,Yes,1,Low,High,Public,3,Male,67
11,71,Low,Yes,8,55,Medium,Yes,1,Low,Medium,Public,3,Female,87
25,65,High,Yes,4,76,High,Yes,1,High,Medium,Private,1,Female,67
24,93,High,Yes,8,51,High,Yes,4,Medium,Medium,Private,2,Male,72
14,100,Medium,Yes,8,91,High,Yes,0,Low,High,Public,3,Female,69
19,73,Medium,Yes,6,64,Low,Yes,1,High,Medium,Public,3,Female,65
20,75,High,Yes,7,67,Low,Yes,1,Low,Medium,Private,4,Female,66
19,85,High,No,6,84,Low,Yes,3,Medium,Medium,Private,3,Male,70
22,89,High,Yes,8,89,Medium,Yes,0,Medium,Medium,Private,3,Male,71
29,76,Medium,Yes,8,70,Low,No,1,Low,Low,Public,4,Female,67
26,96,High,No,5,83,Medium,Yes,0,Medium,High,Public,2,Male,72
12,82,Low,No,5,98,Medium,Yes,0,Low,High,Public,1,Male,63
24,78,High,Yes,9,94,Low,Yes,0,Low,High,Public,4,Female,67
28,86,Low,No,10,85,Medium,Yes,6,Low,High,Public,2,Male,72
22,98,Medium,No,8,97,Low,Yes,1,High,Medium,Private,1,Female,72
27,92,Medium,No,8,94,Medium,No,1,Low,Medium,Private,4,Female,70
32,62,High,No,7,86,Low,Yes,0,Low,Medium,Public,2,Female,67
26,73,Medium,No,7,96,High,Yes,0,Medium,High,Private,3,Female,68
21,79,Low,Yes,8,91,High,Yes,1,Low,Medium,Public,3,Male,67
26,73,High,No,7,75,Low,Yes,3,Low,Medium,Public,5,Male,70
21,88,Medium,No,9,75,High,No,1,Medium,High,Private,2,Female,67
20,93,Medium,Yes,7,50,Medium,Yes,1,High,High,Public,4,Male,71
18,89,High,Yes,7,52,Medium,Yes,1,High,High,Public,3,Female,69
29,100,Medium,Yes,7,87,Medium,No,3,Low,Medium,Public,5,Female,74
15,71,High,No,7,78,Medium,Yes,0,Medium,Medium,Private,3,Male,63
29,95,Medium,Yes,9,88,Medium,Yes,0,Medium,High,Public,2,Female,72
23,91,High,Yes,7,97,Low,Yes,2,Low,Medium,Public,3,Male,71
12,74,High,No,7,73,Medium,Yes,1,Low,Medium,Public,5,Male,64
22,89,Medium,Yes,7,54,Medium,Yes,1,High,Medium,Public,3,Female,69
7,64,High,No,6,81,Medium,Yes,2,Low,Low,Private,3,Female,62
24,92,Medium,Yes,5,55,Medium,No,1,Medium,Medium,Public,4,Male,69
25,81,High,Yes,9,81,Low,Yes,2,Low,Medium,Public,3,Male,68
16,72,High,Yes,9,76,High,Yes,6,Low,Low,Public,3,Male,67
21,86,Medium,Yes,9,86,High,Yes,2,Medium,Medium,Public,3,Male,71
32,86,Medium,Yes,5,68,Low,Yes,1,Medium,Medium,Public,4,Male,70
17,68,High,No,9,57,Medium,Yes,2,Medium,Low,Public,3,Male,63
14,61,Low,No,10,62,Medium,Yes,0,High,Medium,Public,4,Female,60
29,77,Medium,No,9,84,Medium,Yes,0,Low,High,Public,3,Female,69
32,83,Medium,Yes,9,74,Medium,Yes,3,Low,Medium,Public,3,Male,71
20,95,Low,Yes,8,77,Medium,Yes,1,High,High,Public,2,Male,69
26,97,High,Yes,6,66,Medium,Yes,2,Medium,Medium,Public,1,Female,73
28,81,Medium,Yes,8,92,Medium,Yes,1,High,Medium,Public,3,Female,73
16,90,Medium,No,5,100,Medium,Yes,1,Low,Medium,Public,3,Female,68
17,78,High,Yes,6,66,Medium,Yes,2,Low,Medium,Public,4,Male,67
27,90,Medium,No,7,86,High,Yes,2,Medium,Medium,Public,3,Male,74
30,68,Medium,No,7,59,Medium,Yes,3,Low,Medium,Public,3,Male,68
23,75,High,No,8,87,Low,Yes,1,Medium,High,Public,2,Female,69
15,85,High,No,4,72,Medium,Yes,4,Low,High,Private,4,Male,69
32,61,High,Yes,7,80,Medium,Yes,0,Low,Medium,Public,4,Female,68
17,89,Low,No,8,62,Medium,Yes,1,Low,High,Public,1,Male,66
18,93,Low,Yes,8,93,Medium,Yes,3,Low,High,Public,3,Male,69
22,76,Medium,Yes,8,59,Medium,Yes,1,Low,Medium,Public,2,Female,66
29,78,Low,Yes,7,96,High,Yes,5,Low,Medium,Public,4,Male,72
25,94,Medium,Yes,6,53,Low,Yes,1,Medium,Medium,Public,3,Female,69
22,91,Medium,Yes,8,64,Medium,Yes,1,Low,High,Public,3,Male,68
23,72,Medium,Yes,7,78,Medium,Yes,1,Low,Medium,Private,3,Male,66
20,73,Medium,Yes,8,93,High,Yes,1,Low,High,Public,4,Male,65
23,87,Medium,No,8,79,High,Yes,2,Low,High,Public,2,Male,71
5,83,Medium,Yes,7,61,Medium,Yes,2,Low,Medium,Public,4,Male,61
18,66,Low,Yes,6,93,Medium,Yes,1,Low,Medium,Public,3,Female,63
21,72,Medium,Yes,9,80,Low,Yes,1,Medium,Medium,Public,3,Female,66
13,96,Medium,No,8,62,Medium,Yes,0,High,Medium,Private,2,Male,69
22,88,High,Yes,10,78,Medium,Yes,0,Medium,High,Private,2,Male,71
19,99,High,Yes,8,84,High,Yes,0,High,Medium,Public,4,Female,73
31,91,High,Yes,8,84,Low,Yes,2,Low,Medium,Public,2,Male,72
29,98,Medium,No,5,86,Low,Yes,2,Medium,Medium,Private,4,Male,73
17,69,Low,Yes,7,95,Medium,Yes,1,Low,High,Private,2,Male,65
19,91,Low,Yes,7,91,Medium,Yes,1,High,High,Public,3,Female,71
20,61,High,Yes,8,80,Medium,Yes,1,Low,High,Public,3,Male,65
17,87,Medium,No,8,52,Low,Yes,1,Medium,Medium,Public,5,Male,67
21,79,Medium,Yes,8,87,Medium,Yes,1,Low,High,Public,2,Male,69
15,74,Low,No,10,99,Low,No,0,Low,Medium,Private,3,Male,63
13,94,Low,Yes,6,65,High,Yes,2,Medium,Medium,Public,2,Male,68
24,94,High,Yes,8,80,High,No,1,Low,Medium,Public,4,Female,70
24,61,Medium,Yes,8,88,Low,Yes,1,Low,Medium,Private,4,Female,64
15,84,Medium,No,10,82,Medium,Yes,1,High,Low,Private,2,Male,64
25,75,Low,Yes,8,96,High,Yes,1,Low,Medium,Private,0,Male,68
16,77,Medium,Yes,8,74,Medium,Yes,0,High,Low,Private,2,Female,65
22,93,High,No,8,77,Medium,Yes,0,High,Medium,Public,1,Female,70
25,72,Medium,Yes,8,52,Low,Yes,0,Medium,Medium,Private,2,Male,66
20,98,High,Yes,9,95,Low,Yes,1,Low,Medium,Public,2,Female,70
23,67,Medium,Yes,6,63,High,Yes,3,Low,High,Private,3,Male,66
17,87,Medium,No,6,99,Medium,Yes,2,Low,Medium,Private,2,Male,69
19,87,High,No,10,60,High,Yes,2,Medium,Low,Private,3,Male,69
19,70,High,No,4,63,Medium,Yes,1,Low,Medium,Private,3,Female,64
16,73,Medium,Yes,7,74,Low,Yes,1,Low,High,Public,3,Male,64
19,93,Low,Yes,7,83,Medium,Yes,1,Medium,Medium,Public,3,Female,69
11,90,Medium,Yes,7,72,High,Yes,3,Medium,Medium,Public,3,Female,67
17,73,Low,Yes,9,68,Low,Yes,2,Medium,Medium,Public,3,Female,63
18,81,Low,Yes,8,77,Low,Yes,1,Medium,High,Public,3,Male,67
18,62,Medium,No,6,98,Low,Yes,3,Medium,Medium,Private,1,Male,65
19,68,Medium,Yes,6,98,Low,Yes,2,Low,Medium,Public,1,Female,64
20,79,High,No,7,66,Low,Yes,3,High,Medium,Public,3,Female,68
23,63,Low,Yes,9,84,High,Yes,0,High,Medium,Public,3,Female,64
25,94,High,No,7,86,Low,No,2,Low,Medium,Private,4,Male,70
16,89,High,Yes,7,83,High,Yes,0,Low,High,Public,4,Male,70
13,98,High,Yes,6,56,Medium,Yes,1,High,Low,Public,3,Female,67
14,88,High,Yes,8,77,Medium,Yes,2,Medium,Medium,Public,3,Male,69
17,98,High,No,7,88,Medium,Yes,2,Low,High,Private,4,Male,70
18,82,High,No,6,60,Medium,Yes,5,Medium,High,Public,3,Male,69
15,84,Medium,Yes,9,67,Medium,Yes,1,Medium,High,Private,3,Male,65
12,99,Medium,Yes,10,60,Medium,Yes,0,Low,Low,Public,1,Male,66
